01014,000000001014,00,0005000,00,000,0,000,000,00000000,1,0,0,BOTELLA GASEOSA PY REFRESCO,
01021,000000001021,00,0003500,00,000,0,000,000,00000000,1,0,0,BOTELLA PY REFRESCOS GASEOS,
01038,000000001038,00,0005000,00,000,0,000,000,00000000,1,0,0,BOTELLA REFRESCOS 1 5 LT RE,
01045,000000001045,00,0003000,00,000,0,000,000,00000000,1,0,0,ENVASE VACIO CERVEPAR 1LT  ,
011003,00000000110037,00,0003350,00,000,0,000,000,00000000,1,0,0,CHOCLO S E 1 UN ESPIGA     ,
011004,00000000110044,00,0002250,00,000,0,000,000,00000000,1,0,0,AJO DE CABEZA S E 1 UN MEDI,
011005,00000000110051,00,0004850,00,000,0,000,000,00000000,1,0,0,AJO DE CABEZA MLL 2 UN ESPE,
011006,00000000110068,00,0027150,00,000,0,000,000,00000000,0,0,0,COLIFLOR S E 1 KG SUPER    ,
011007,00000000110075,00,0020250,00,000,0,000,000,00000000,0,0,0,LECHUGA S E 1 KG REPOLLADA ,
011016,00000000110167,00,0002050,00,000,0,000,000,00000000,1,0,0,PEREJIL S E 1 UN NACIONAL  ,
011035,00000000110358,00,0014450,00,000,0,000,000,00000000,1,0,0,CORAZON S E 1 UN           ,
011041,00000000110419,00,0032450,00,000,0,000,000,00000000,1,0,0,LENGUA S E 1 UN            ,
011042,00000000110426,00,0003950,00,000,0,000,000,00000000,1,0,0,RI ON S E 1 UN             ,
01120,000000001120,00,0001000,00,000,0,000,000,00000000,1,0,0,ENVASE VACIO  340 ML       ,
011209,00000000112093,00,0032850,00,000,0,000,000,00000000,0,0,0,UVA S E 1 KG BLANCA BRASIL ,
011210,00000000112109,00,0005700,00,000,0,000,000,00000000,0,0,0,NARANJA OMBLIGO KG         ,
011211,00000000112116,00,0002550,00,000,0,000,000,00000000,0,0,0,NARANJA S E  KG NACIONAL   ,
011214,00000000112147,00,0022850,00,000,0,000,000,00000000,0,0,0,LIMON S E 1 KG SUTIL       ,
011215,00000000112154,00,0021450,00,000,0,000,000,00000000,0,0,0,LIMON S E 1 KG REAL        ,
011216,00000000112161,00,0009850,00,000,0,000,000,00000000,0,0,0,MELON S E 1 KG NACIONAL    ,
011217,00000000112178,00,0009850,00,000,0,000,000,00000000,0,0,0,MELON S E 1 KG JAPONESA    ,
011218,00000000112185,00,0024300,00,000,0,000,000,00000000,0,0,0,MELON S E 1 KG DELICIA     ,
011223,00000000112239,00,0019950,00,000,0,000,000,00000000,0,0,0,CIRUELA S E 1 KG ARGENTINA ,
011224,00000000112246,00,0017100,00,000,0,000,000,00000000,0,0,0,DURAZNO NACIONAL S E 1 KG  ,
011226,00000000112260,00,0024650,00,000,0,000,000,00000000,0,0,0,DURAZNO S E 1 KG ARGENTINA ,
011227,00000000112277,00,0019950,00,000,0,000,000,00000000,0,0,0,PELON S E 1 KG ARGENTINA   ,
011228,00000000112284,00,0025700,00,000,0,000,000,00000000,0,0,0,PELON S E 1 KG             ,
011229,00000000112291,00,0121450,00,000,0,000,000,00000000,0,0,0,CEREZA S E X KG            ,
011231,00000000112314,00,0048100,00,000,0,000,000,00000000,0,0,0,FRUTILLA S E NACIONAL X KG ,
011233,00000000112338,00,0142850,00,000,0,000,000,00000000,0,0,0,QUINOTO S E 1 KG           ,
